cellId,areaId,lat,lon
2452.03683,2452,33.63235,-84.42888
2452.03693,2452,33.63653,-84.4128
2452.04591,2452,33.70406,-84.40338
2452.04592,2452,33.68283,-84.40759
2452.04593,2452,33.69573,-84.40612
2452.13421,2452,0,0
2452.13423,2452,0,0
2452.13432,2452,33.63832,-84.43355
2452.13433,2452,33.64851,-84.44362
2452.13621,2452,33.71111,-84.40251
2452.14483,2452,33.60873,-84.39517
2453.03702,2453,0,0
2453.03703,2453,0,0
2453.03711,2453,0,0
2453.03713,2453,0,0
2453.03842,2453,0,0
2453.03843,2453,0,0
2453.03852,2453,0,0
2453.03853,2453,0,0
2453.03932,2453,0,0
2453.03933,2453,0,0
2453.03952,2453,0,0
2453.03953,2453,0,0
2453.03961,2453,0,0
2453.03962,2453,0,0
2453.03963,2453,0,0
2453.04301,2453,0,0
2453.04351,2453,0,0
2453.13492,2453,0,0
2453.13542,2453,0,0
2453.13543,2453,0,0
2453.14601,2453,0,0
2453.14602,2453,0,0
2453.14603,2453,0,0
2454.00921,2454,0,0
2461.01071,2461,0,0
2461.01072,2461,0,0
2461.01073,2461,0,0
2461.01091,2461,0,0
2461.01092,2461,0,0
2461.01093,2461,0,0
2461.01111,2461,33.86741,-84.44164
2461.01112,2461,33.8584,-84.44045
2461.01113,2461,33.86494,-84.45413
2461.01121,2461,33.91303,-84.42391
2461.01122,2461,33.90296,-84.43915
2461.01123,2461,33.89941,-84.44748
2461.01151,2461,33.91618,-84.40714
2461.01152,2461,33.91555,-84.41253
2461.01153,2461,33.91324,-84.42252
2461.01181,2461,33.9117,-84.37674
2461.01182,2461,33.90996,-84.37268
2461.01183,2461,33.91272,-84.38959
2461.01241,2461,33.9107,-84.36172
2461.01243,2461,33.91297,-84.38906
2461.01272,2461,33.91752,-84.33981
2461.01273,2461,33.91666,-84.3518
2461.01731,2461,33.83592,-84.43633
2461.01732,2461,33.82054,-84.44771
2461.02033,2461,33.89888,-84.39153
2461.10053,2461,33.88597,-84.42511
2461.10142,2461,33.91233,-84.35543
2461.10161,2461,33.90039,-84.47346
2461.10261,2461,33.8851,-84.4559
2461.10262,2461,33.87196,-84.44574
2461.10263,2461,33.87881,-84.46382
2461.10842,2461,33.89536,-84.4598
2461.10843,2461,33.90301,-84.46611
2461.10882,2461,33.92442,-84.33934
2462.01292,2462,0,0
2462.01293,2462,0,0
2462.01321,2462,33.92216,-84.28328
2462.01322,2462,33.91426,-84.2871
2462.01323,2462,33.9194,-84.29835
2462.01342,2462,33.8981,-84.26797
2462.01343,2462,33.90736,-84.28109
2462.01361,2462,33.89434,-84.25481
2462.01392,2462,33.90456,-84.23773
